Annee;Diplôme;Numéro de l'établissement;Établissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Remarque;Nombre de réponses;Taux de réponse;Poids de la discipline;Taux d’insertion;% emplois cadre ou professions intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net mensuel régional 1er quartile;Salaire net mensuel régional 3ème quartile;cle_ETAB;cle_DISC;Id_Paysage
2014;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;21;77;6;ns;ns;ns;ns;ns;ns;27;8.4;1780;ns;ns;;1420;2090;Besançon - Franche-Comté_30;disc10_30;7Mpgt
2014;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;14;85;4;ns;ns;ns;ns;ns;ns;27;8.4;1780;ns;ns;;1420;2090;Besançon - Franche-Comté_18;disc11_18;7Mpgt
2014;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;177;73;54;88;71;55;98;1500;23400;27;8.4;1780;7;54;39.00;1420;2090;Besançon - Franche-Comté_18;disc12_18;7Mpgt
2014;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;39;81;11;92;ns;64;100;ns;ns;27;8.4;1780;ns;62;74.00;1420;2090;Besançon - Franche-Comté_30;disc13_30;7Mpgt
2014;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;91;69;28;87;77;73;95;1620;25200;27;8.4;1780;5;45;34.00;1420;2090;Besançon - Franche-Comté_30;disc15_30;7Mpgt
2014;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;91;69;28;87;69;52;99;1450;22600;27;8.4;1780;5;45;34.00;1420;2090;Besançon - Franche-Comté_18;disc15_18;7Mpgt
2014;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;28;72;8;ns;ns;ns;ns;ns;ns;27;8.4;1780;ns;ns;;1420;2090;Besançon - Franche-Comté_18;disc16_18;7Mpgt
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;155;75;40;91;28;75;96;1450;22600;16;8.1;1750;;20;72.00;1420;2080;Brest - Bretagne occidentale_18;disc04_18;06SE7
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;6;86;1;ns;ns;ns;ns;ns;ns;16;8.1;1750;ns;ns;;1420;2080;Brest - Bretagne occidentale_30;disc11_30;06SE7
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;129;81;30;85;78;63;95;1570;24400;16;8.1;1750;4;36;16.00;1420;2080;Brest - Bretagne occidentale_18;disc12_18;06SE7
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;44;82;10;67;55;42;84;ns;ns;16;8.1;1750;3;42;40.00;1420;2080;Brest - Bretagne occidentale_18;disc13_18;06SE7
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;11;81;3;ns;ns;ns;ns;ns;ns;16;8.1;1750;ns;ns;;1420;2080;Brest - Bretagne occidentale_30;disc16_30;06SE7
2014;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;5;44;6;ns;ns;ns;ns;ns;ns;34;11.2;1780;ns;ns;;1400;2110;Nîmes_30;disc04_30;HAU8L
2014;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;12;73;11;ns;ns;ns;ns;ns;ns;34;11.2;1780;ns;ns;;1400;2110;Nîmes_18;disc06_18;HAU8L
2014;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;23;86;19;ns;ns;ns;ns;ns;ns;34;11.2;1780;ns;ns;;1400;2110;Nîmes_30;disc11_30;HAU8L
2014;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;3;82;2;ns;ns;ns;ns;ns;ns;18;11.2;1780;ns;ns;;1400;2110;Toulouse 1 - Capitole_18;disc03_18;542Id
2014;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;18;75;14;ns;ns;ns;ns;ns;ns;18;11.2;1780;ns;ns;;1400;2110;Toulouse 1 - Capitole_30;disc07_30;542Id
2014;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;6;75;4;ns;ns;ns;ns;ns;ns;18;11.2;1780;ns;ns;;1400;2110;Toulouse 1 - Capitole_30;disc11_30;542Id
2014;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;39;71;31;85;42;59;91;ns;ns;26;11.2;1780;9;41;53.00;1400;2110;Toulouse - Jean Jaures_18;disc01_18;HqAYu
2014;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;32;73;25;82;ns;ns;ns;ns;ns;26;11.2;1780;ns;46;56.00;1400;2110;Toulouse - Jean Jaures_18;disc03_18;HqAYu
2014;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;3;100;2;ns;ns;ns;ns;nd;nd;26;11.2;1780;ns;ns;;1400;2110;Toulouse - Jean Jaures_18;disc06_18;HqAYu
2014;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;6;78;4;ns;ns;ns;ns;ns;ns;26;11.2;1780;ns;ns;;1400;2110;Toulouse - Jean Jaures_30;disc10_30;HqAYu
2014;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;6;78;4;ns;ns;ns;ns;ns;ns;26;11.2;1780;ns;ns;;1400;2110;Toulouse - Jean Jaures_18;disc10_18;HqAYu
2014;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;27;67;5;ns;ns;ns;ns;ns;ns;28;11.2;1780;ns;ns;;1400;2110;Toulouse 3 - Paul Sabatier_30;disc03_30;m7K6T
2014;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;29;65;6;ns;ns;ns;ns;ns;ns;28;11.2;1780;ns;ns;;1400;2110;Toulouse 3 - Paul Sabatier_18;disc07_18;m7K6T
2014;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;23;64;5;ns;ns;ns;ns;ns;ns;28;11.2;1780;ns;ns;;1400;2110;Toulouse 3 - Paul Sabatier_18;disc10_18;m7K6T
2014;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;6;69;1;ns;ns;ns;ns;ns;ns;28;11.2;1780;ns;ns;;1400;2110;Toulouse 3 - Paul Sabatier_18;disc11_18;m7K6T
2014;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;408;75;69;90;87;58;97;1550;24200;28;11.2;1780;7;44;24.00;1400;2110;Toulouse 3 - Paul Sabatier_18;disc12_18;m7K6T
2014;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;55;78;9;82;79;56;97;1550;24200;28;11.2;1780;7;ns;61.00;1400;2110;Toulouse 3 - Paul Sabatier_18;disc13_18;m7K6T
2014;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;13;56;23;ns;ns;ns;ns;ns;ns;34;9;1750;ns;ns;;1390;2060;Bordeaux - Montaigne_30;disc06_30;Mz90U
2014;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;48;73;66;83;46;60;83;ns;ns;34;9;1750;18;43;91.00;1390;2060;Bordeaux - Montaigne_30;disc07_30;Mz90U
2014;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;42;73;58;85;47;45;82;ns;ns;34;9;1750;15;45;92.00;1390;2060;Bordeaux - Montaigne_18;disc10_18;Mz90U
2014;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;2;69;0;ns;ns;ns;ns;ns;ns;22;9;1750;ns;ns;;1390;2060;Bordeaux_30;disc02_30;90I54
2014;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;151;65;30;93;53;77;99;1500;23400;22;9;1750;9;30;61.00;1390;2060;Bordeaux_30;disc04_30;90I54
2014;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;2;50;6;ns;ns;ns;ns;ns;ns;50;11.2;1780;ns;ns;;1400;2110;Montpellier 3 - Paul-Valéry_30;disc06_30;1I7hJ
2014;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;4;62;9;ns;ns;ns;ns;ns;ns;50;11.2;1780;ns;ns;;1400;2110;Montpellier 3 - Paul-Valéry_30;disc10_30;1I7hJ
2014;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;16;74;31;ns;ns;ns;ns;ns;ns;50;11.2;1780;ns;ns;;1400;2110;Montpellier 3 - Paul-Valéry_30;disc13_30;1I7hJ
2014;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;285;73;72;93;86;59;97;1560;24300;16;11.2;1780;9;56;25.00;1400;2110;Montpellier_18;disc12_18;7yd5d
2014;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;169;73;43;98;91;80;100;1770;27600;16;11.2;1780;11;58;12.00;1400;2110;Montpellier_30;disc15_30;7yd5d
2014;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;169;73;43;97;88;62;98;1700;26500;16;11.2;1780;11;58;12.00;1400;2110;Montpellier_18;disc15_18;7yd5d
2014;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;4;71;1;ns;ns;ns;ns;ns;ns;15;8.1;1750;ns;ns;;1420;2080;Rennes 1_18;disc02_18;9wAap
2014;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;50;75;12;93;93;88;100;1630;25400;15;8.1;1750;4;42;4.00;1420;2080;Rennes 1_18;disc16_18;9wAap
2014;LICENCE PRO;0350937D;Rennes 2;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;27;84;29;ns;ns;ns;ns;ns;ns;29;8.1;1750;ns;ns;;1420;2080;Rennes 2_18;disc05_18;ti37C
2014;LICENCE PRO;0350937D;Rennes 2;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;12;80;14;ns;ns;ns;ns;ns;ns;29;8.1;1750;ns;ns;;1420;2080;Rennes 2_30;disc12_30;ti37C
2014;LICENCE PRO;0370800U;Tours;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;61;63;26;83;73;46;85;1380;21500;25;9;1830;34;72;72.00;1490;2180;Tours_18;disc07_18;cqkij
2014;LICENCE PRO;0370800U;Tours;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;113;62;48;91;86;62;98;1550;24200;25;9;1830;6;56;45.00;1490;2180;Tours_30;disc12_30;cqkij
2014;LICENCE PRO;0370800U;Tours;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;24;62;11;ns;ns;ns;ns;ns;ns;25;9;1830;ns;ns;;1490;2180;Tours_18;disc15_18;cqkij
2014;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;182;65;40;94;82;76;97;1600;25000;14;8.2;1830;13;28;54.00;1470;2180;Grenoble Alpes_30;disc01_30;F2yh2
2014;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;3;63;1;ns;ns;ns;ns;ns;ns;14;8.2;1830;ns;ns;;1470;2180;Grenoble Alpes_18;disc06_18;F2yh2
2014;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;2;43;0;ns;ns;ns;ns;ns;ns;14;8.2;1830;ns;ns;;1470;2180;Grenoble Alpes_30;disc09_30;F2yh2
2014;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;262;73;50;97;93;78;98;1670;26100;14;8.2;1830;14;22;18.00;1470;2180;Grenoble Alpes_30;disc12_30;F2yh2
2014;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;262;73;50;92;94;67;98;1560;24300;14;8.2;1830;11;22;18.00;1470;2180;Grenoble Alpes_18;disc12_18;F2yh2
2014;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;31;81;6;100;94;65;100;ns;ns;14;8.2;1830;19;ns;71.00;1470;2180;Grenoble Alpes_30;disc13_30;F2yh2
2014;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;135;72;26;96;96;72;100;1630;25400;14;8.2;1830;7;23;4.00;1470;2180;Grenoble Alpes_18;disc15_18;F2yh2
2014;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;10;86;4;ns;ns;ns;ns;ns;ns;12;8.2;1830;ns;ns;;1470;2180;Saint-Etienne - Jean Monnet_30;disc07_30;tIJ02
2014;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;10;86;4;ns;ns;ns;ns;ns;ns;12;8.2;1830;ns;ns;;1470;2180;Saint-Etienne - Jean Monnet_18;disc11_18;tIJ02
2014;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;25;76;10;ns;ns;ns;ns;ns;ns;12;8.2;1830;ns;ns;;1470;2180;Saint-Etienne - Jean Monnet_30;disc16_30;tIJ02
2014;LICENCE PRO;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;45;54;17;88;83;84;100;ns;ns;15;8;1760;5;46;51.00;1430;2060;Nantes_18;disc03_18;7hB8r
2014;LICENCE PRO;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;36;52;13;92;63;85;97;ns;ns;15;8;1760;9;50;44.00;1430;2060;Nantes_30;disc04_30;7hB8r
2014;LICENCE PRO;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;2;17;0;ns;ns;ns;ns;ns;ns;15;8;1760;ns;ns;;1430;2060;Nantes_18;disc05_18;7hB8r
2014;LICENCE PRO;0440984F;Nantes;A17;Nantes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;13;65;4;ns;ns;ns;ns;ns;ns;15;8;1760;ns;ns;;1430;2060;Nantes_30;disc06_30;7hB8r
2014;LICENCE PRO;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;12;61;4;ns;ns;ns;ns;ns;ns;15;8;1760;ns;ns;;1430;2060;Nantes_30;disc07_30;7hB8r
2014;LICENCE PRO;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;18;71;5;ns;ns;ns;ns;ns;ns;15;8;1760;ns;ns;;1430;2060;Nantes_30;disc17_30;7hB8r
2014;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;82;57;33;93;66;64;100;1400;21800;25;9;1830;2;33;73.00;1490;2180;Orléans_18;disc01_18;HCBvW
2014;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;3;80;1;ns;ns;ns;ns;ns;ns;25;9;1830;ns;ns;;1490;2180;Orléans_30;disc02_30;HCBvW
2014;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;3;80;1;ns;ns;ns;ns;ns;ns;25;9;1830;ns;ns;;1490;2180;Orléans_18;disc02_18;HCBvW
2014;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;12;64;5;ns;ns;ns;ns;ns;ns;25;9;1830;ns;ns;;1490;2180;Orléans_30;disc03_30;HCBvW
2014;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;16;67;6;ns;ns;ns;ns;ns;ns;25;9;1830;ns;ns;;1490;2180;Orléans_30;disc07_30;HCBvW
2014;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;5;56;2;ns;ns;ns;ns;ns;ns;25;9;1830;ns;ns;;1490;2180;Orléans_30;disc13_30;HCBvW
2014;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;5;56;2;ns;ns;ns;ns;ns;ns;25;9;1830;ns;ns;;1490;2180;Orléans_18;disc13_18;HCBvW
2014;LICENCE PRO;0450855K;Orléans;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;14;67;5;ns;ns;ns;ns;ns;ns;25;9;1830;ns;ns;;1490;2180;Orléans_18;disc14_18;HCBvW
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;22;63;5;ns;ns;ns;ns;ns;ns;21;8;1760;ns;ns;;1430;2060;Angers_18;disc05_18;IXHyv
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;59;76;13;88;85;63;96;1530;23800;21;8;1760;13;66;59.00;1430;2060;Angers_30;disc13_30;IXHyv
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;2;42;1;ns;ns;ns;ns;ns;ns;26;9.4;1800;ns;ns;;1430;2130;Reims - Champagne Ardenne_30;disc02_30;57OsX
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;2;42;1;ns;ns;ns;ns;ns;ns;26;9.4;1800;ns;ns;;1430;2130;Reims - Champagne Ardenne_18;disc02_18;57OsX
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;83;54;30;95;36;68;95;1540;24100;26;9.4;1800;4;35;71.00;1430;2130;Reims - Champagne Ardenne_18;disc04_18;57OsX
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;2;50;0;ns;ns;ns;ns;ns;ns;26;9.4;1800;ns;ns;;1430;2130;Reims - Champagne Ardenne_30;disc05_30;57OsX
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;5;50;2;ns;ns;ns;ns;ns;ns;26;9.4;1800;ns;ns;;1430;2130;Reims - Champagne Ardenne_18;disc06_18;57OsX
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;33;66;10;91;77;47;93;ns;ns;26;9.4;1800;6;33;61.00;1430;2130;Reims - Champagne Ardenne_18;disc13_18;57OsX
2014;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;41;64;13;90;79;78;97;ns;ns;26;9.4;1800;14;43;7.00;1430;2130;Reims - Champagne Ardenne_18;disc16_18;57OsX
2014;LICENCE PRO;0542493S;Lorraine;A12;Nancy-Metz;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;292;64;35;92;41;83;96;1630;25400;22;9.4;1800;8;31;63.00;1430;2130;Lorraine_30;disc04_30;t6Cq5
2014;LICENCE PRO;0542493S;Lorraine;A12;Nancy-Metz;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;18;77;2;ns;ns;ns;ns;ns;ns;22;9.4;1800;ns;ns;;1430;2130;Lorraine_30;disc06_30;t6Cq5
2014;LICENCE PRO;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;63;71;7;79;47;44;92;1430;22200;22;9.4;1800;13;52;60.00;1430;2130;Lorraine_18;disc07_18;t6Cq5
2014;LICENCE PRO;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;42;73;5;90;39;68;87;ns;ns;22;9.4;1800;15;47;71.00;1430;2130;Lorraine_30;disc10_30;t6Cq5
2014;LICENCE PRO;0542493S;Lorraine;A12;Nancy-Metz;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;14;89;1;ns;ns;ns;ns;ns;ns;22;9.4;1800;ns;ns;;1430;2130;Lorraine_30;disc14_30;t6Cq5
2014;LICENCE PRO;0542493S;Lorraine;A12;Nancy-Metz;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;287;71;30;91;83;74;99;1660;25900;22;9.4;1800;7;49;10.00;1430;2130;Lorraine_18;disc15_18;t6Cq5
2014;LICENCE PRO;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;71;74;37;97;78;70;100;1700;26500;27;8.1;1750;1;34;24.00;1420;2080;Bretagne-Sud_30;disc15_30;5tVy4
2014;LICENCE PRO;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;71;74;37;85;72;61;98;1550;24200;27;8.1;1750;1;34;24.00;1420;2080;Bretagne-Sud_18;disc15_18;5tVy4
2014;LICENCE PRO;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;23;82;11;ns;ns;ns;ns;ns;ns;27;8.1;1750;ns;ns;;1420;2080;Bretagne-Sud_30;disc17_30;5tVy4
2014;LICENCE PRO;0593279U;Université Polytechnique Hauts-de-France;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;119;71;39;90;54;63;99;1400;21800;29;11.7;1830;8;12;66.00;1470;2140;Université Polytechnique Hauts-de-France_18;disc01_18;SuUZ2
2014;LICENCE PRO;0593279U;Université Polytechnique Hauts-de-France;A09;Lille;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;19;70;6;ns;ns;ns;ns;ns;ns;29;11.7;1830;ns;ns;;1470;2140;Université Polytechnique Hauts-de-France_30;disc02_30;SuUZ2
2014;LICENCE PRO;0593279U;Université Polytechnique Hauts-de-France;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;1;40;0;ns;ns;ns;ns;ns;ns;29;11.7;1830;ns;ns;;1470;2140;Université Polytechnique Hauts-de-France_18;disc11_18;SuUZ2
