Annee;Diplôme;Numéro de l'établissement;Établissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Remarque;Nombre de réponses;Taux de réponse;Poids de la discipline;Taux d’insertion;% emplois cadre ou professions intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net mensuel régional 1er quartile;Salaire net mensuel régional 3ème quartile;cle_ETAB;cle_DISC;Id_Paysage
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;85;74;32;90;52;77;99;1760;27500;21;11.4;1840;20;21;51.00;1430;2210;Nice - Sophia-Antipolis_18;disc04_18;7CYWd
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;8;77;3;ns;ns;ns;ns;ns;ns;21;11.4;1840;ns;ns;;1430;2210;Nice - Sophia-Antipolis_30;disc06_30;7CYWd
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;105;84;36;86;89;64;98;1600;25000;21;11.4;1840;22;41;25.00;1430;2210;Nice - Sophia-Antipolis_18;disc12_18;7CYWd
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;24;77;9;ns;ns;ns;ns;ns;ns;21;11.4;1840;ns;ns;;1430;2210;Nice - Sophia-Antipolis_18;disc15_18;7CYWd
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;49;87;17;90;76;73;89;1780;27800;21;11.4;1840;34;38;8.00;1430;2210;Nice - Sophia-Antipolis_30;disc16_30;7CYWd
2013;LICENCE PRO;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;9;100;3;ns;ns;ns;ns;ns;ns;21;11.4;1840;ns;ns;;1430;2210;Nice - Sophia-Antipolis_30;disc17_30;7CYWd
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;2;86;0;ns;ns;ns;ns;ns;ns;19;11.4;1840;ns;ns;;1430;2210;Aix-Marseille_30;disc09_30;xJdyB
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;259;76;49;92;80;64;94;1580;24700;19;11.4;1840;10;26;24.00;1430;2210;Aix-Marseille_18;disc12_18;xJdyB
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;40;78;8;81;65;67;97;ns;ns;19;11.4;1840;10;34;68.00;1430;2210;Aix-Marseille_18;disc14_18;xJdyB
2013;LICENCE PRO;0141408E;Caen Normandie;A05;Caen;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;4;67;1;ns;ns;ns;ns;ns;ns;40;10.2;1770;ns;ns;;1440;2090;Caen Normandie_30;disc02_30;p25Q3
2013;LICENCE PRO;0141408E;Caen Normandie;A05;Caen;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;63;75;21;92;60;84;98;1590;24800;40;10.2;1770;1;33;50.00;1440;2090;Caen Normandie_30;disc04_30;p25Q3
2013;LICENCE PRO;0141408E;Caen Normandie;A05;Caen;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;48;70;16;92;76;73;98;1550;24200;40;10.2;1770;19;54;44.00;1440;2090;Caen Normandie_30;disc16_30;p25Q3
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;28;63;20;ns;ns;ns;ns;ns;ns;29;9.6;1730;ns;ns;;1390;2040;La Rochelle_30;disc01_30;atbEK
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;23;63;16;ns;ns;ns;ns;ns;ns;29;9.6;1730;ns;ns;;1390;2040;La Rochelle_30;disc04_30;atbEK
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;15;87;8;ns;ns;ns;ns;ns;ns;29;9.6;1730;ns;ns;;1390;2040;La Rochelle_18;disc08_18;atbEK
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;116;73;70;88;92;75;98;1550;24200;29;9.6;1730;16;56;31.00;1390;2040;La Rochelle_18;disc12_18;atbEK
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;116;73;70;94;91;77;97;1560;24300;29;9.6;1730;14;56;31.00;1390;2040;La Rochelle_30;disc12_30;atbEK
2013;LICENCE PRO;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;41;79;25;88;92;81;97;ns;ns;29;9.6;1730;30;50;36.00;1390;2040;La Rochelle_18;disc16_18;atbEK
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;94;57;33;96;58;74;95;1500;23400;22;9.1;1780;8;28;66.00;1440;2080;Dijon - Bourgogne_18;disc01_18;Lr94O
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;5;90;2;ns;ns;ns;ns;nd;nd;22;9.1;1780;ns;ns;;1440;2080;Dijon - Bourgogne_18;disc02_18;Lr94O
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;30;56;10;ns;ns;ns;ns;ns;ns;22;9.1;1780;ns;ns;80.00;1440;2080;Dijon - Bourgogne_18;disc04_18;Lr94O
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;8;60;3;ns;ns;ns;ns;ns;ns;22;9.1;1780;ns;ns;;1440;2080;Dijon - Bourgogne_18;disc05_18;Lr94O
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;3;67;1;ns;ns;ns;ns;ns;ns;22;9.1;1780;ns;ns;;1440;2080;Dijon - Bourgogne_18;disc09_18;Lr94O
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;3;67;1;ns;ns;ns;ns;ns;ns;22;9.1;1780;ns;ns;;1440;2080;Dijon - Bourgogne_30;disc09_30;Lr94O
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;45;74;13;85;82;50;95;1580;24700;22;9.1;1780;17;65;57.00;1440;2080;Dijon - Bourgogne_18;disc13_18;Lr94O
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;45;74;13;89;88;55;100;1550;24200;22;9.1;1780;15;65;57.00;1440;2080;Dijon - Bourgogne_30;disc13_30;Lr94O
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;79;67;24;90;86;81;99;1600;25000;22;9.1;1780;5;54;17.00;1440;2080;Dijon - Bourgogne_18;disc15_18;Lr94O
2013;LICENCE PRO;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;19;51;6;ns;ns;ns;ns;ns;ns;22;9.1;1780;ns;ns;;1440;2080;Dijon - Bourgogne_18;disc17_18;Lr94O
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;78;75;23;72;69;60;95;1510;23600;25;9.1;1780;;37;56.00;1400;2090;Besançon - Franche-Comté_18;disc04_18;7Mpgt
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;13;94;3;ns;ns;ns;ns;ns;ns;25;9.1;1780;ns;ns;;1400;2090;Besançon - Franche-Comté_30;disc06_30;7Mpgt
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;121;82;33;88;79;86;96;1710;26600;25;9.1;1780;9;45;29.00;1400;2090;Besançon - Franche-Comté_30;disc15_30;7Mpgt
2013;LICENCE PRO;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;7;69;2;ns;ns;ns;ns;ns;ns;25;9.1;1780;ns;ns;;1400;2090;Besançon - Franche-Comté_18;disc17_18;7Mpgt
2013;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;66;77;16;93;88;57;100;1600;25000;18;8.8;1730;4;38;4.00;1390;2050;Brest - Bretagne occidentale_18;disc15_18;06SE7
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;8;100;9;ns;ns;ns;ns;ns;ns;29;11.9;1730;ns;ns;;1350;2060;Nîmes_18;disc04_18;HAU8L
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;24;78;25;ns;ns;ns;ns;ns;ns;29;11.9;1730;ns;ns;;1350;2060;Nîmes_30;disc07_30;HAU8L
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;5;67;5;ns;ns;ns;ns;ns;ns;29;11.9;1730;ns;ns;;1350;2060;Nîmes_18;disc10_18;HAU8L
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;5;67;5;ns;ns;ns;ns;ns;ns;29;11.9;1730;ns;ns;;1350;2060;Nîmes_30;disc10_30;HAU8L
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;19;85;20;ns;ns;ns;ns;ns;ns;29;11.9;1730;ns;ns;;1350;2060;Nîmes_30;disc11_30;HAU8L
2013;LICENCE PRO;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;11;85;14;ns;ns;ns;ns;ns;ns;29;11.9;1730;ns;ns;;1350;2060;Nîmes_18;disc13_18;HAU8L
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;86;77;67;86;53;69;96;1480;23100;27;11.9;1820;8;36;56.00;1460;2150;Toulouse 1 - Capitole_18;disc01_18;542Id
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;51;80;39;81;37;63;95;1500;23400;27;11.9;1820;4;20;72.00;1460;2150;Toulouse 1 - Capitole_18;disc04_18;542Id
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;21;94;13;ns;ns;ns;ns;ns;ns;27;11.9;1820;ns;ns;;1460;2150;Toulouse 1 - Capitole_18;disc07_18;542Id
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;9;91;5;ns;ns;ns;ns;ns;ns;27;11.9;1820;ns;ns;;1460;2150;Toulouse 1 - Capitole_18;disc11_18;542Id
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;11;83;8;ns;ns;ns;ns;ns;ns;27;11.9;1820;ns;ns;;1460;2150;Toulouse 1 - Capitole_18;disc15_18;542Id
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;33;61;29;84;ns;ns;ns;ns;ns;26;11.9;1820;ns;ns;69.00;1460;2150;Toulouse - Jean Jaures_18;disc01_18;HqAYu
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;30;63;27;87;ns;ns;ns;ns;ns;26;11.9;1820;ns;ns;73.00;1460;2150;Toulouse - Jean Jaures_18;disc03_18;HqAYu
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;3;50;3;ns;ns;ns;ns;ns;ns;26;11.9;1820;ns;ns;;1460;2150;Toulouse - Jean Jaures_30;disc04_30;HqAYu
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;6;57;5;ns;ns;ns;ns;ns;ns;26;11.9;1820;ns;ns;;1460;2150;Toulouse - Jean Jaures_18;disc10_18;HqAYu
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;46;73;35;98;76;79;100;1600;25000;26;11.9;1820;4;18;4.00;1460;2150;Toulouse - Jean Jaures_18;disc15_18;HqAYu
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;25;75;5;ns;ns;ns;ns;ns;ns;25;11.9;1820;ns;ns;;1460;2150;Toulouse 3 - Paul Sabatier_18;disc03_18;m7K6T
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;25;75;5;ns;ns;ns;ns;ns;ns;25;11.9;1820;ns;ns;;1460;2150;Toulouse 3 - Paul Sabatier_30;disc03_30;m7K6T
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;23;67;5;ns;ns;ns;ns;ns;ns;25;11.9;1820;ns;ns;;1460;2150;Toulouse 3 - Paul Sabatier_30;disc07_30;m7K6T
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;19;66;4;ns;ns;ns;ns;ns;ns;25;11.9;1820;ns;ns;;1460;2150;Toulouse 3 - Paul Sabatier_18;disc10_18;m7K6T
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;19;66;4;ns;ns;ns;ns;ns;ns;25;11.9;1820;ns;ns;;1460;2150;Toulouse 3 - Paul Sabatier_30;disc10_30;m7K6T
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;55;88;9;83;82;60;100;1410;22000;25;11.9;1820;4;46;60.00;1460;2150;Toulouse 3 - Paul Sabatier_18;disc13_18;m7K6T
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;272;78;49;88;93;66;100;1590;24800;25;11.9;1820;2;39;14.00;1460;2150;Toulouse 3 - Paul Sabatier_18;disc15_18;m7K6T
2013;LICENCE PRO;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;7;75;1;ns;ns;ns;ns;ns;ns;25;11.9;1820;ns;ns;;1460;2150;Toulouse 3 - Paul Sabatier_30;disc17_30;m7K6T
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;3;64;5;ns;ns;ns;ns;ns;ns;26;9.6;1760;ns;ns;;1400;2100;Bordeaux - Montaigne_18;disc01_18;Mz90U
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;9;84;12;ns;ns;ns;ns;ns;ns;26;9.6;1760;ns;ns;;1400;2100;Bordeaux - Montaigne_18;disc06_18;Mz90U
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;62;85;83;84;52;62;85;1400;21800;26;9.6;1760;11;46;75.00;1400;2100;Bordeaux - Montaigne_30;disc07_30;Mz90U
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;18;96;23;ns;ns;ns;ns;ns;ns;26;9.6;1760;ns;ns;;1400;2100;Bordeaux - Montaigne_18;disc11_18;Mz90U
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;18;96;23;ns;ns;ns;ns;ns;ns;26;9.6;1760;ns;ns;;1400;2100;Bordeaux - Montaigne_30;disc11_30;Mz90U
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;1;60;0;ns;ns;ns;ns;ns;ns;22;9.6;1760;ns;ns;;1400;2100;Bordeaux_30;disc02_30;90I54
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;63;66;12;95;58;75;100;1540;24000;22;9.6;1760;11;8;54.00;1400;2100;Bordeaux_18;disc03_18;90I54
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;177;75;32;85;51;64;95;1400;21800;22;9.6;1760;9;37;62.00;1400;2100;Bordeaux_18;disc04_18;90I54
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;20;72;4;ns;ns;ns;ns;ns;ns;22;9.6;1760;ns;ns;;1400;2100;Bordeaux_18;disc05_18;90I54
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;18;92;3;ns;ns;ns;ns;ns;ns;22;9.6;1760;ns;ns;;1400;2100;Bordeaux_30;disc11_30;90I54
2013;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;289;78;49;91;90;76;99;1580;24700;22;9.6;1760;10;41;30.00;1400;2100;Bordeaux_30;disc12_30;90I54
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;8;83;15;ns;ns;ns;ns;ns;ns;32;11.9;1730;ns;ns;;1350;2060;Montpellier 3 - Paul-Valéry_18;disc04_18;1I7hJ
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;8;83;15;ns;ns;ns;ns;ns;ns;32;11.9;1730;ns;ns;;1350;2060;Montpellier 3 - Paul-Valéry_30;disc04_30;1I7hJ
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;4;90;8;ns;ns;ns;ns;ns;ns;32;11.9;1730;ns;ns;;1350;2060;Montpellier 3 - Paul-Valéry_18;disc05_18;1I7hJ
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;3;60;8;ns;ns;ns;ns;ns;ns;32;11.9;1730;ns;ns;;1350;2060;Montpellier 3 - Paul-Valéry_30;disc06_30;1I7hJ
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;17;75;37;ns;ns;ns;ns;ns;ns;32;11.9;1730;ns;ns;;1350;2060;Montpellier 3 - Paul-Valéry_30;disc07_30;1I7hJ
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;7;86;16;ns;ns;ns;ns;ns;ns;32;11.9;1730;ns;ns;;1350;2060;Montpellier 3 - Paul-Valéry_30;disc10_30;1I7hJ
2013;LICENCE PRO;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;15;77;32;ns;ns;ns;ns;ns;ns;32;11.9;1730;ns;ns;;1350;2060;Montpellier 3 - Paul-Valéry_30;disc12_30;1I7hJ
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;71;52;25;93;63;81;97;1600;24900;17;11.9;1730;14;29;62.00;1350;2060;Montpellier_18;disc01_18;7yd5d
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;17;11.9;1730;nd;nd;;1350;2060;Montpellier_18;disc02_18;7yd5d
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;265;64;75;90;89;65;96;1500;23400;17;11.9;1730;22;55;30.00;1350;2060;Montpellier_18;disc12_18;7yd5d
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;15;65;4;ns;ns;ns;ns;ns;ns;17;11.9;1730;ns;ns;;1350;2060;Montpellier_18;disc13_18;7yd5d
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;139;73;36;93;48;69;96;1460;22800;17;8.8;1730;4;28;61.00;1390;2050;Rennes 1_18;disc01_18;9wAap
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;114;75;29;92;45;70;95;1410;22000;17;8.8;1730;3;27;66.00;1390;2050;Rennes 1_18;disc04_18;9wAap
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;114;75;29;95;48;82;98;1550;24200;17;8.8;1730;5;27;66.00;1390;2050;Rennes 1_30;disc04_30;9wAap
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;40;85;9;80;ns;72;97;ns;ns;17;8.8;1730;ns;44;67.00;1390;2050;Rennes 1_18;disc13_18;9wAap
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;40;85;9;93;78;84;100;ns;ns;17;8.8;1730;5;44;67.00;1390;2050;Rennes 1_30;disc13_30;9wAap
2013;LICENCE PRO;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;100;74;24;92;83;65;98;1600;25000;17;8.8;1730;10;47;14.00;1390;2050;Rennes 1_18;disc15_18;9wAap
2013;LICENCE PRO;0350937D;Rennes 2;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;27;88;28;ns;ns;ns;ns;ns;ns;30;8.8;1730;ns;ns;;1390;2050;Rennes 2_18;disc06_18;ti37C
2013;LICENCE PRO;0370800U;Tours;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;61;62;25;82;41;61;88;1420;22100;24;9.6;1820;6;44;60.00;1490;2160;Tours_18;disc01_18;cqkij
2013;LICENCE PRO;0370800U;Tours;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;21;69;9;ns;ns;ns;ns;ns;ns;24;9.6;1820;ns;ns;;1490;2160;Tours_18;disc16_18;cqkij
2013;LICENCE PRO;0370800U;Tours;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;5;50;2;ns;ns;ns;ns;ns;ns;24;9.6;1820;ns;ns;;1490;2160;Tours_18;disc17_18;cqkij
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;157;58;35;90;80;65;95;1420;22100;14;8.9;1830;3;19;57.00;1780;2200;Grenoble Alpes_18;disc01_18;F2yh2
2013;LICENCE PRO;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;157;58;35;90;84;76;98;1550;24200;14;8.9;1830;7;19;57.00;1780;2200;Grenoble Alpes_30;disc01_30;F2yh2
