Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Sigle;Spécialité;Nombre de réponses;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant, chef d’entreprise;Fonctionnaire;statut_cdi;statut_conspe;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d'etat, territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Un particulier;Agriculture, sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administra tion publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Personnel de catégorie A de la fonction publique;Ingénieur, cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service;Taux d’insertion;% emplois extérieurs à la région de l’université
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;43;74;9;51;98;1700;26500;ns;ns;37;12;8.6;1865;;1475;2280;HSE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;46
2016;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;HSE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Métiers du multimédia et de l'Internet;SHS;Sciences humaines et sociales;disc10;Information communication;MMI;Métiers du multimédia et de l'Internet;16;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;MMI_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;80;96;1;62;99;1670;26000;1500;1830;43;12;8.5;1830;;1450;2180;MP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;30
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;42;61;3;53;89;ns;ns;ns;ns;35;24;8.6;1865;;1475;2280;QLIO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;19
2015;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;QLIO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;52;60;7;75;100;1630;25400;ns;ns;24;24;9.9;1870;;1490;2280;QLIO_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;22
2013;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;QLIO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;52;60;5;67;97;1500;23400;ns;ns;24;24;9.9;1870;;1490;2280;QLIO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;22
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;33;ns;ns;ns;ns;ns;ns;ns;ns;27;18;9.3;1870;;1480;2280;QLIO_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;ns
2016;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;R&T_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;55;88;10;77;100;1500;23400;ns;ns;32;5;8.6;1865;;1475;2280;R&T_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;29
2016;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;R&T_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;R&T_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;R&T_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;42;93;2;84;100;ns;ns;ns;ns;34;;9.3;1870;;1480;2280;R&T_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;33
2015;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;;8.6;1865;;1475;2280;SGM_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nd;nd
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;;1480;2280;SGM_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;SGM;Sciences et génie des matériaux;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;SGM_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Statistique et informatique décisionnelle;DEG;Droit, économie et gestion;disc04;Gestion;STID;Statistique et informatique décisionnelle;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;;1450;2180;STID_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
